qid,label,text_a,text_cut,pred
666,1,地角-虽然打车去哪都不贵 但是前不着村后不着店 步行太冷了 不过早上吃饭还是很方便 客房很烂 ~ 似乎是后改造的 跟北京的洲际 没法比 人家那个是闪闪发亮 这个是暗淡无光 还很阴冷~ 安排的朝北的房子 朋友先洗澡 结果说淋浴的下水道堵了 里面全是头发 恶心无比 地砖也是脏渍斑驳的 里面配套的毛巾什么的根本就不全 浴巾和浴袍各只有一条 我宁愿加点钱 住别家 真不知道5星是怎么得来的,地角 - 虽然 打车 去 哪 都 不贵   但是 前 不 着 村 后不着店   步行 太冷 了   不过 早上 吃饭 还是 很 方便   客房 很烂   ~   似乎 是 后 改造 的   跟 北京 的 洲际   没法 比   人家 那个 是 闪闪发亮   这个 是 暗淡无光   还 很 阴冷 ~   安排 的 朝北 的 房子   朋友 先 洗澡   结果 说 淋浴 的 下水道 堵 了   里面 全是 头发   恶心 无比   地砖 也 是 脏渍 斑驳 的   里面 配套 的 毛巾 什么 的 根本 就 不全   浴巾 和 浴袍 各 只有 一条   我 宁愿 加点 钱   住 别家   真不知道 5 星是 怎么 得来 的,0
671,1,我试一下自己买来整套的《鸾》，本没有想到其内容得精彩只是看到价格能接受又是以整套书就买下了。我是一个清史迷虽有时爱看看有关的书，但更多的是被这部书的内容所感动。女人傻痴情的女人更傻，傻得没有自我眼中没有了一切，去追寻那种爱。书中男主与女主的爱荡气回肠，男主的执著更是我看到了现代都市爱情的缺陷。此书值得一看此书值得收藏，美的东西人人都要去感受一下。,我 试一下 自己 买来 整套 的 《 鸾 》 ， 本 没有 想到 其 内容 得 精彩 只是 看到 价格 能 接受 又 是 以 整套书 就 买下 了 。 我 是 一个 清史 迷 虽 有时 爱 看看 有关 的 书 ， 但 更 多 的 是 被 这部 书 的 内容 所 感动 。 女人 傻 痴情 的 女人 更 傻 ， 傻得 没有 自我 眼中 没有 了 一切 ， 去 追寻 那种 爱 。 书中 男主 与 女主 的 爱 荡气回肠 ， 男主 的 执著 更是 我 看到 了 现代 都市 爱情 的 缺陷 。 此书 值得一看 此书 值得 收藏 ， 美的 东西 人人 都 要 去 感受一下 。,0
682,0,显卡低级和其它配置不相符。另外就是运行预装的VISTA慢，真的是一分价钱一分货，看小黑比这配置低的运行VISTA都比这快多了。刚改XP了,显卡 低级 和 其它 配置 不 相符 。 另外 就是 运行 预装 的 VISTA 慢 ， 真的 是 一分 价钱 一分货 ， 看 小黑 比 这 配置 低 的 运行 VISTA 都 比 这 快 多 了 。 刚改 XP 了,1
692,0,我是一名资深的网络潜水员，喜欢在论坛上看护肤、理财等等。在网上经常看到一猫一菩提的精彩文章，深深地被她感染，成为一名不折不扣的猫迷。《31岁小美女养颜经》向我们展示了一个与众不同的护肤、养生、调养的新世界。她教会我们，可以从名贵繁杂的护肤品中解脱出来，用一些日常生活用品护肤；通过一些日常小动作健身；调理身体，以内养外；还教给我们，如何轻松自如地度过女人一生最宝贵的经历---怀孕生子。总而言之，这本书是女人的好朋友。,我 是 一名 资深 的 网络 潜水员 ， 喜欢 在 论坛 上 看 护肤 、 理财 等等 。 在 网上 经常 看到 一猫 一 菩提 的 精彩文章 ， 深深地 被 她 感染 ， 成为 一名 不折不扣 的 猫 迷 。 《 31 岁 小美女 养颜经 》 向 我们 展示 了 一个 与众不同 的 护肤 、 养生 、 调养 的 新世界 。 她 教会 我们 ， 可以 从 名贵 繁杂 的 护肤品 中 解脱 出来 ， 用 一些 日常 生活用品 护肤 ； 通过 一些 日常 小动作 健身 ； 调理 身体 ， 以内 养外 ； 还 教给 我们 ， 如何 轻松自如 地 度过 女人 一生 最 宝贵 的 经历 --- 怀孕 生子 。 总而言之 ， 这 本书 是 女人 的 好 朋友 。,1
694,1,"1G内存慢了一点; 反面感觉少一个螺丝,不知本身就没有的, vista不会用,明天就换成XP","1G 内存 慢 了 一点 ;   反面 感觉 少 一个 螺丝 , 不知 本身 就 没有 的 ,   vista 不会 用 , 明天 就 换成 XP",0
730,0,"该洒店设施不全且不洁净,让客户感觉不太敢放心使用,且服务人员态度不是太好,早上入住客人收拾房间的速度太慢","该洒店 设施 不 全且 不 洁净 , 让 客户 感觉 不太敢 放心使用 , 且 服务 人员 态度 不是太好 , 早上 入住 客人 收拾 房间 的 速度 太慢",1
738,1,客房、前台服务还可以，就是收银方面存在问题，我有一点电话费，同她说半天，还是这样开不能那样不能，最后全部以房费名义开，给她自己方便，不给我方便。另外早上8点多走廊上吸尘气开始叫了，吵闹得很，想晚点醒好难。有时还要受服务员敲门打扫卫生困扰，这不该是一家四星酒店应该有的服务吧。总体可以，下次去可能会选。,客房 、 前台 服务 还 可以 ， 就是 收银 方面 存在 问题 ， 我 有 一点 电话费 ， 同 她 说 半天 ， 还是 这样 开 不能 那样 不能 ， 最后 全部 以 房费 名义 开 ， 给 她 自己 方便 ， 不 给 我 方便 。 另外 早上 8 点多 走廊 上 吸尘 气 开始 叫 了 ， 吵闹 得 很 ， 想 晚点 醒 好 难 。 有时 还要 受 服务员 敲门 打扫卫生 困扰 ， 这 不该 是 一家 四星 酒店 应该 有 的 服务 吧 。 总体 可以 ， 下次 去 可能 会选 。,0
745,1,轻便！要是没有赠的东西我都不买它！还是京东想得周到！没听到过风扇的声音！小键盘灯的设计还是很有意思的！,轻便 ！ 要是 没有 赠 的 东西 我 都 不 买 它 ！ 还是 京东 想得 周到 ！ 没听到过 风扇 的 声音 ！ 小键盘 灯 的 设计 还是 很 有意思 的 ！,0
759,1,我家小姑娘刚上一年级。给她念了这本书，她非常喜欢也很向往豆豆的生活，结果在课堂上复制了豆豆的动作：把上课时把课本打开又合上，打开又合上。老师叫起了她，罚她站到一边。结果她也象小豆豆一样，对于罚站无动于衷，沉浸在她的小宇宙中。最后的结果当然也和豆豆一样，被请了家长。我只好告诉她，书里虽然也是真事，但是，你不能把书里的事搬到你的生活中重演；否则你要是被学校开除，妈妈可就没辙了。晕啊~,我家 小姑娘 刚 上一年 级 。 给 她 念 了 这 本书 ， 她 非常 喜欢 也 很 向往 豆豆 的 生活 ， 结果 在 课堂 上 复制 了 豆豆 的 动作 ： 把 上课时 把 课本 打开 又 合上 ， 打开 又 合上 。 老师 叫 起 了 她 ， 罚 她 站 到 一边 。 结果 她 也 象 小豆豆 一样 ， 对于 罚站 无动于衷 ， 沉浸 在 她 的 小 宇宙 中 。 最后 的 结果 当然 也 和 豆豆 一样 ， 被 请 了 家长 。 我 只好 告诉 她 ， 书里 虽然 也 是 真事 ， 但是 ， 你 不能 把 书里 的 事 搬 到 你 的 生活 中 重演 ； 否则 你 要是 被 学校 开除 ， 妈妈 可 就 没辙 了 。 晕 啊 ~,0
763,0,儿子1岁半了，之前给他买过劈里啪啦书，非常不错，儿子喜欢。我也受益于当当网忠实的用户。这次看到这套书大家都说好，也买给儿子，可是儿子不喜欢，说“不好看”。原因有几个：1.画面简单，有的基本上是空白页上一行文字。2.画的也一般3.故事情节比较单一。4.纸质较薄。5.个人认为，这套书更适合1岁或者更小的宝宝读。当然也有许多优点，12本书每本一个故事，日常生活故事，可以让宝宝养成好习惯。而且对于小宝宝上面的这些缺点就是优点了。拿到书后就有些后悔给儿子买了，想转让出去呢。,儿子 1 岁 半 了 ， 之前 给 他 买 过 劈里啪啦 书 ， 非常 不错 ， 儿子 喜欢 。 我 也 受益 于 当当网 忠实 的 用户 。 这次 看到 这 套书 大家 都 说好 ， 也 买 给 儿子 ， 可是 儿子 不 喜欢 ， 说 “ 不 好看 ” 。 原因 有 几个 ： 1 . 画面 简单 ， 有 的 基本上 是 空白页 上 一行 文字 。 2 . 画 的 也 一般 3 . 故事情节 比较 单一 。 4 . 纸质 较 薄 。 5 . 个人 认为 ， 这 套书 更 适合 1 岁 或者 更 小 的 宝宝 读 。 当然 也 有 许多 优点 ， 12 本书 每本 一个 故事 ， 日常生活 故事 ， 可以 让 宝宝 养成 好 习惯 。 而且 对于 小宝宝 上面 的 这些 缺点 就是 优点 了 。 拿到 书后 就 有些 后悔 给 儿子 买 了 ， 想 转让 出去 呢 。,1
773,0,本人语文水平有限，不知道“勾通”和“沟通”是否通用，看到有几处用的前者，有时又用后者。故事写得很一般，至少在我看完“浮沉”以后，这个故事就显得没那么精彩，吸引人了。无非就是一个女孩子利用一个个机会往上提升的故事。人物写得不够饱满，给人印象不深刻，故事也没什么起伏的情节，比较平淡，很多人生活中都是这样过来的。也许跟我本身工作有关吧，书里的情节、故事、场景都太熟悉了，没新意，对这本书就是喜欢不起来。对职场新人有一定作用。,本人 语文 水平 有限 ， 不 知道 “ 勾通 ” 和 “ 沟通 ” 是否 通用 ， 看到 有 几处 用 的 前者 ， 有时 又 用 后者 。 故事 写 得 很 一般 ， 至少 在 我 看 完 “ 浮沉 ” 以后 ， 这个 故事 就 显得 没 那么 精彩 ， 吸引 人 了 。 无非 就是 一个 女孩子 利用 一个个 机会 往 上 提升 的 故事 。 人物 写得 不够 饱满 ， 给 人 印象 不 深刻 ， 故事 也 没什么 起伏 的 情节 ， 比较 平淡 ， 很多 人 生活 中 都 是 这样 过来 的 。 也许 跟 我 本身 工作 有关 吧 ， 书里 的 情节 、 故事 、 场景 都 太 熟悉 了 ， 没 新意 ， 对 这 本书 就是 喜欢 不 起来 。 对 职场 新人 有 一定 作用 。,1
775,1,不能给人什么深刻印象，老五星，价格比较低。。。可以入住。。,不能 给 人 什么 深刻印象 ， 老 五星 ， 价格 比较 低 。 。 。 可以 入住 。 。,0
786,1,家具太陈旧，早餐也很简单。这些都不说了，让我气愤的是我裤兜里的300块通知洗衣前忘了拿出来，等到4小时后想起来再打电话询问的时候已经没有了。房务中心的服务员很甜美地告诉我：“确实没有看到，我们在洗衣前有三道检查的，麻烦您再找找。”我不想冤枉她们，找遍了所有的地方可就是没有。无话可说....下次不会再住那里了。,家具 太 陈旧 ， 早餐 也 很 简单 。 这些 都 不 说 了 ， 让 我 气愤 的 是 我 裤兜 里 的 300 块 通知 洗衣 前 忘 了 拿 出来 ， 等到 4 小时 后 想 起来 再 打电话 询问 的 时候 已经 没有 了 。 房务 中心 的 服务员 很 甜美 地 告诉 我 ： “ 确实 没有 看到 ， 我们 在 洗衣 前有 三道 检查 的 ， 麻烦 您 再 找 找 。 ” 我 不想 冤枉 她们 ， 找遍 了 所有 的 地方 可 就是 没有 。 无话可说 .... 下次 不会 再住 那里 了 。,0
812,0,"该套丛书画面生动,注重生活的细节,对小孩很有吸引力,并在阅读的同事了解了生活中的常识/体会一些有趣的过程. 满意!","该套 丛书 画面 生动 , 注重 生活 的 细节 , 对 小孩 很 有 吸引力 , 并 在 阅读 的 同事 了解 了 生活 中 的 常识 / 体会 一些 有趣 的 过程 .   满意 !",1
820,0,"感动.还有锥心的悲哀.读过就再也无法忘怀.很怕被拍成影视,毁掉心中美好的人物形象.太感动","感动 . 还有 锥心 的 悲哀 . 读过 就 再也 无法 忘怀 . 很怕 被 拍成 影视 , 毁掉 心中 美好 的 人物形象 . 太 感动",1
828,0,满怀着期待购买了毕淑敏的《女心理师》，阅读之前对这部作品充满了期待，因为我已读过不少毕淑敏的作品。非常喜欢她用平实而又富有哲理的简洁的语言讲述的一个又一个故事，特别是08年读过的《女工》，连续读了很多次，非常喜欢。说句心里话，读完《女心理师》感觉有些失望。虽然我是一个学理科的人，但非常喜欢阅读。这部作品的主人公贺顿是一个由于自身的出身卑微，但又聪明、有一定追求的人。在不断的努力下获取了心理咨询师的资格，为了开办诊所，嫁给一个内心厚道但根本没有感情的男人。我不知道，这样的女主人公带给读者的是什么？同时，作品中的几个故事远远脱离日常生活，看着就感觉作者纯粹是为了写作而写作，毫无价值，除了有几句话让我留有一些印象外，其余的看完书后就忘记了。真是失望！,满怀 着 期待 购买 了 毕淑敏 的 《 女 心理 师 》 ， 阅读 之前 对 这部 作品 充满 了 期待 ， 因为 我 已 读过 不少 毕淑敏 的 作品 。 非常 喜欢 她 用 平实 而 又 富有 哲理 的 简洁 的 语言 讲述 的 一个 又 一个 故事 ， 特别 是 08 年读 过 的 《 女工 》 ， 连续 读 了 很 多次 ， 非常 喜欢 。 说句 心里话 ， 读完 《 女 心理 师 》 感觉 有些 失望 。 虽然 我 是 一个 学理科 的 人 ， 但 非常 喜欢 阅读 。 这部 作品 的 主人公 贺顿 是 一个 由于 自身 的 出身 卑微 ， 但 又 聪明 、 有 一定 追求 的 人 。 在 不断 的 努力 下 获取 了 心理咨询 师 的 资格 ， 为了 开办 诊所 ， 嫁给 一个 内心 厚道 但 根本 没有 感情 的 男人 。 我 不 知道 ， 这样 的 女 主人公 带给 读者 的 是 什么 ？ 同时 ， 作品 中 的 几个 故事 远远 脱离 日常生活 ， 看着 就 感觉 作者 纯粹 是 为了 写作 而 写作 ， 毫无价值 ， 除了 有 几句话 让 我 留有 一些 印象 外 ， 其余 的 看 完 书后 就 忘记 了 。 真是 失望 ！,1
840,1,"火车晚点,临时改主意去住店,也没有刻意去选择.不过衢州饭店还不错,就是凌晨checkin,前台也要算前一天,收全天房费,说携程预订就是这样,睡了几个小时赶火车,还花了一天的钱.","火车 晚点 , 临时 改 主意 去 住店 , 也 没有 刻意 去 选择 . 不过 衢州 饭店 还 不错 , 就是 凌晨 checkin , 前台 也 要 算 前一天 , 收 全天 房费 , 说 携程 预订 就是 这样 , 睡 了 几个 小时 赶 火车 , 还花 了 一天 的 钱 .",0
856,1,装系统没向有些人说的那么困难 驱动也好弄，就是蓝牙驱动去官网下了个，官网布局不怎么地，找了半天才找到型号,装 系统 没 向 有些 人 说 的 那么 困难   驱动 也好 弄 ， 就是 蓝牙 驱动 去 官网 下 了 个 ， 官网 布局 不怎么 地 ， 找 了 半天 才 找到 型号,0
865,0,用起来还不错，本人还有几张2000-100 1000-50 东券要的加qq 673946022,用 起来 还 不错 ， 本人 还有 几张 2000 - 100   1000 - 50   东券要 的 加 qq   673946022,1
869,1,刚读完杜拉拉升职记，发现又悄然出现了小强升职记。说心里话，刚看到这个书名时，觉得有点俗，也觉得这书不大气，但一看大家的评论还都不错，于是就决定买来看看。结果出乎我的意料，书中的时间管理知识介绍的非常的详细。以前我也读过相关的书，比如说《高效能人士的七种习惯》，对时间管理有一些肤浅的认识，我觉得小强升职记写的还蛮系统的，而且也有一定得趣味性，我又买了几本送给了我的同事。值得学习!,刚 读完 杜 拉拉 升职 记 ， 发现 又 悄然 出现 了 小强 升职 记 。 说心里话 ， 刚 看到 这个 书名 时 ， 觉得 有点 俗 ， 也 觉得 这书 不 大气 ， 但 一看 大家 的 评论 还 都 不错 ， 于是 就 决定 买来 看看 。 结果 出乎 我 的 意料 ， 书中 的 时间 管理 知识 介绍 的 非常 的 详细 。 以前 我 也 读过 相关 的 书 ， 比如说 《 高效能 人士 的 七种 习惯 》 ， 对 时间 管理 有 一些 肤浅 的 认识 ， 我 觉得 小强 升职 记写 的 还 蛮 系统 的 ， 而且 也 有 一定 得 趣味性 ， 我 又 买 了 几本 送给 了 我 的 同事 。 值得 学习 !,0
870,0,于丹每天讲如何如何学习孔子、庄子，如何有心得（中学作文：读后感）。很多东西非常牵强，让人不可理解。于丹开口闭口讲不为功不为利，可为什么招摇过市，搞了那么多炒作活动！说到底，为了什么呢---名利。天下熙熙，皆为利来；天下攘攘，皆为利往。于丹真是活学活用的楷模！,于 丹 每天 讲 如何 如何 学习 孔子 、 庄子 ， 如何 有 心得 （ 中学 作文 ： 读后感 ） 。 很多 东西 非常 牵强 ， 让 人 不可 理解 。 于 丹 开口闭口 讲不为 功不为利 ， 可 为什么 招摇过市 ， 搞 了 那么 多 炒作 活动 ！ 说到底 ， 为了 什么 呢 --- 名利 。 天下 熙熙 ， 皆 为 利来 ； 天下 攘攘 ， 皆 为 利往 。 于 丹 真是 活学活用 的 楷模 ！,1
875,1,现在用着541发表评论，没有噪音，散热不大，硬件很不错。 不过 八个小时前我还在别人的帮助下 研究怎么装 xp！ 超级麻烦，gost 装不了，只能找了 潘家花园 自动安装成功了，花了 近三个小时等安装完毕，系统提示：你可能是盗版软件的受害者。就像是 朋友在一块高高兴兴的吃火锅，等吃的差不多了，突然服务员说：你们吃的羊肉带有禽流感病毒.......,现在 用 着 541 发表 评论 ， 没有 噪音 ， 散热 不 大 ， 硬件 很 不错 。   不过   八个 小时 前 我 还 在 别人 的 帮助 下   研究 怎么 装   xp ！   超级 麻烦 ， gost   装 不了 ， 只能 找 了   潘家 花园   自动 安装 成功 了 ， 花 了   近 三个 小时 等 安装 完毕 ， 系统 提示 ： 你 可能 是 盗版软件 的 受害者 。 就 像是   朋友 在 一块 高高兴兴 的 吃火锅 ， 等 吃 的 差不多 了 ， 突然 服务员 说 ： 你们 吃 的 羊肉 带有 禽流感 病毒 .......,0
884,1,如果我的评论对您购书有帮助，请投我一票。,如果 我 的 评论 对 您 购书 有 帮助 ， 请 投 我 一票 。,0
902,1,早餐还可以，房间一般，不过隔音效果很好，虽然对则一条大马路，但是根本听不到什么嘲音,早餐 还 可以 ， 房间 一般 ， 不过 隔音 效果 很 好 ， 虽然 对 则 一条 大马路 ， 但是 根本 听 不到 什么 嘲音,0
904,1,服务还不错，但是客房装修过于陈旧，隔音效果确实不好。另外想要对客房部替个意见，你们能不能在客人没有要求清理的情况下，于顾客离店后在进行清理客房呢？最后说一句“真的不要对早餐抱有太大的希望！”,服务 还 不错 ， 但是 客房 装修 过于 陈旧 ， 隔音 效果 确实 不好 。 另外 想要 对 客房部 替个 意见 ， 你们 能 不能 在 客人 没有 要求 清理 的 情况 下 ， 于 顾客 离店 后 在 进行 清理 客房 呢 ？ 最后 说 一句 “ 真的 不要 对 早餐 抱有 太大 的 希望 ！ ”,0
910,1,十年前在北京上大学时买过一套黑白印刷的，很喜欢，可惜被朋友抢去了。这么多年一直想再淘一套，但在本地的书店却没见到，当当网给我实现了这个夙愿，又正好特价，两本没花上一本的钱，太超值了！这个版本印刷、图片质量都没得说，而且是彩色版，内容凭记忆与十年前的版本比改动不大，这也正说明本书经得起时间考验，许多内容在当初编写时就下足了功夫，不因时代变化而淘汰。,十年 前 在 北京 上 大学 时买过 一套 黑白 印刷 的 ， 很 喜欢 ， 可惜 被 朋友 抢去 了 。 这么 多年 一直 想 再 淘 一套 ， 但 在 本地 的 书店 却 没 见到 ， 当当网 给 我 实现 了 这个 夙愿 ， 又 正好 特价 ， 两本 没花 上 一本 的 钱 ， 太 超值 了 ！ 这个 版本 印刷 、 图片 质量 都 没得说 ， 而且 是 彩色版 ， 内容 凭 记忆 与 十年 前 的 版本 比 改动 不 大 ， 这 也 正 说明 本书 经得起 时间 考验 ， 许多 内容 在 当初 编写 时 就 下足 了 功夫 ， 不 因 时代 变化 而 淘汰 。,0
915,0,东西不错，比想象中的好，性价比不错。京东的配送速度也要赞一个！,东西 不错 ， 比 想象 中 的 好 ， 性价比 不错 。 京东 的 配送 速度 也 要 赞 一个 ！,1
916,0,原本以为是写一些关于心里问题的解答，谁知道只是关于感情的故事。真的有种被骗的感觉，被作者蒙骗了。,原本 以为 是 写 一些 关于 心里 问题 的 解答 ， 谁 知道 只是 关于 感情 的 故事 。 真的 有种 被 骗 的 感觉 ， 被 作者 蒙骗 了 。,1
938,1,以前一直不喜欢喝水，虽然同学都说喝水对身体有好处。但我不到口渴得不行了，是不会喝水的。但看了这本书后，才晓得水对人身来说是最好的药，最好的资源。但是要注意一点，水喝多了是好，但问题是什么样的水才对身体有好处。陈水肯定无法起来益处。自来水也不是很好。我都买最近一两个月才生产的纯静水。而且水箱里面放了三天以上的水也不要喝了,以前 一直 不 喜欢 喝水 ， 虽然 同学 都 说 喝水 对 身体 有 好处 。 但 我 不到 口渴 得 不行 了 ， 是 不会 喝水 的 。 但 看 了 这 本书 后 ， 才 晓得 水对 人身 来说 是 最好 的 药 ， 最好 的 资源 。 但是 要 注意 一点 ， 水喝 多 了 是 好 ， 但 问题 是 什么样 的 水才 对 身体 有 好处 。 陈水 肯定 无法 起来 益处 。 自来水 也 不是 很 好 。 我 都 买 最近 一两个 月 才 生产 的 纯 静水 。 而且 水箱 里面 放 了 三天 以上 的 水 也 不要 喝 了,0
946,1,对比了GATEWAY的那款和这款，最后看中了宏?的三年质保。 1、装系统：很多人都反映系统难装，建议大家用深度6.2版本的XP，自带sata驱动，所以装的时候就不用改bios的设置了。 2、散热问题：从做系统一直连续开机了10个小时，个人感觉比较热的地方就是触摸板了，但是绝对没有达到烫手的地步。所以我个人感觉散热不能说好，但是也绝不差。而且独显笔记本肯定会热的，想不热就多花一倍的钱去买小黑。,对比 了 GATEWAY 的 那款 和 这款 ， 最后 看中 了 宏 ? 的 三年 质保 。   1 、 装 系统 ： 很多 人 都 反映 系统 难装 ， 建议 大家 用 深度 6.2 版本 的 XP ， 自带 sata 驱动 ， 所以 装 的 时候 就 不用 改 bios 的 设置 了 。   2 、 散热 问题 ： 从 做 系统 一直 连续 开机 了 10 个 小时 ， 个人感觉 比较 热 的 地方 就是 触摸板 了 ， 但是 绝对 没有 达到 烫手 的 地步 。 所以 我 个人感觉 散热 不能 说好 ， 但是 也 绝不 差 。 而且 独显 笔记本 肯定 会 热 的 ， 想 不 热 就 多花 一倍 的 钱 去 买 小黑 。,0
949,1,地理位置还算可以，酒店房间有点旧，但不影响什么。只是房间的隔音比较差，旁边的进出房间和说话都听得很清楚。有时会影响睡觉。,地理位置 还 算 可以 ， 酒店 房间 有点 旧 ， 但 不 影响 什么 。 只是 房间 的 隔音 比较 差 ， 旁边 的 进出 房间 和 说话 都 听 得 很 清楚 。 有时 会 影响 睡觉 。,0
